Dehashed name,WEM name (English),WEM name (日本語)
vs03090150_03syu_00,813172735.wem,13473627.wem
vs03110100_01rai_00,198987600.wem,89697908.wem
vs03110100_02syu_00,139409687.wem,676089866.wem
vs03110100_03rai_00,359218054.wem,878478611.wem
vs03110100_04syu_01,622352347.wem,65750815.wem
vs03110100_04syu_02,669189487.wem,853740404.wem
vs03110100_05rai_00,53035768.wem,734736257.wem
vs03110100_06syu_01,56391452.wem,689521938.wem
vs03110100_06syu_02,353170753.wem,379283660.wem
vs03110100_06syu_03,253969109.wem,825090352.wem
vs03110100_07rai_01,412272546.wem,831410459.wem
vs03110100_07rai_02,558532197.wem,728646222.wem
vs03110100_08syu_00,822185149.wem,1032277738.wem
vs03110100_09rai_00,874737554.wem,472327444.wem
vs04010060_01rai_00,960258465.wem,1067583139.wem
vs04010060_02syu_00,155774069.wem,152283360.wem
vs04010060_03rai_00,364305771.wem,880017209.wem
vs04010060_04syu_00,406630098.wem,424282987.wem
vs04010060_05rai_00,1059110611.wem,878558845.wem
vs04010080_02rai_00,386301078.wem,40747614.wem
vs04010080_03syu_00,448486695.wem,567805943.wem
vs04010080_04rai_00,691361181.wem,666604236.wem
vs04010080_05syu_01,753331609.wem,560267141.wem
vs04010080_05syu_02,107397777.wem,157889974.wem
vs04010100_01rai_00,673679926.wem,660883156.wem
vs04010100_02syu_00,151625166.wem,505248768.wem
vs04010100_03syu_00,987183036.wem,189194967.wem
vs04010100_04rai_00,643589929.wem,704900978.wem
vs04010100_05syu_01,57276335.wem,369305019.wem
vs04010100_05syu_02,374204326.wem,550613527.wem
vs04010120_01syu_00,207019003.wem,679468734.wem
vs04010120_02rai_00,441002852.wem,592300478.wem
vs04010120_03syu_00,427681675.wem,1045527758.wem
vs04010120_04rai_00,460296353.wem,994623267.wem
vs04010120_05syu_00,373980265.wem,246887291.wem
vs04010120_06rai_00,649152539.wem,198981631.wem
vs04010120_07syu_00,790741726.wem,603797283.wem
vs04020100_01rai_00,221637620.wem,693641135.wem
vs04020100_02jyu_00,709538006.wem,91062606.wem
vs04020100_03rai_00,168992489.wem,236831267.wem
vs04020100_04jyu_00,114842975.wem,887101588.wem
vs04020100_05rai_00,599886990.wem,786715976.wem
vs04020100_06jyu_00,631526401.wem,938347675.wem
vs04020100_07syu_00,924982493.wem,556575554.wem
vs04020100_08rai_00,181649687.wem,477434365.wem
vs04030100_01syu_00,59448590.wem,997237751.wem
vs04030100_02jyu_00,88970265.wem,403322416.wem
vs04030100_03syu_00,787402945.wem,516327482.wem
vs04030100_04rai_01,484133041.wem,333505845.wem
vs04030100_04rai_02,845340309.wem,148328970.wem
vs04030100_05syu_00,823799801.wem,941219114.wem
vs04030100_06jyu_00,890306108.wem,99276433.wem
vs04030100_07jyu_00,1052403603.wem,83989731.wem
vs04030100_08syu_00,756140676.wem,45803362.wem
vs04030100_09jyu_00,733116857.wem,15677870.wem
vs04030100_10rai_00,600060005.wem,97815696.wem
vs04030100_11syu_00,468860855.wem,499327572.wem
vs04030100_12rai_00,872838979.wem,1021344680.wem
vs04030150_01syu_00,280358688.wem,1025624006.wem
vs04030150_02jyu_00,467704974.wem,966475100.wem
vs04030150_03jyu_01,445607669.wem,162129657.wem
vs04030150_03jyu_02,782723365.wem,885113131.wem
vs04030150_04rai_00,165315471.wem,651107212.wem
vs04030150_05jyu_01,157330754.wem,10349492.wem
vs04030150_05jyu_02,614694422.wem,563576492.wem
vs04030150_06rai_00,1047108443.wem,254752289.wem
vs04040100_01kar_01,841616616.wem,1044282589.wem
vs04040100_01kar_02,776590158.wem,321159356.wem
vs04040100_01kar_03,677633746.wem,595292648.wem
vs04040100_01kar_04,110877818.wem,304202039.wem
vs04040100_01kar_05,246843527.wem,213506322.wem
vs04050100_01kar_00,764824608.wem,760541027.wem
vs04050100_02syu_00,815329180.wem,544209723.wem
vs04050100_03kar_00,540218025.wem,501592957.wem
vs04050100_04syu_00,501395361.wem,937102389.wem
vs04050100_05kar_00,606589294.wem,980876538.wem
vs04050100_06rai_00,953910881.wem,707782149.wem
vs04050100_07kar_00,489026758.wem,965014395.wem
vs04050100_08kar_00,284250033.wem,117601228.wem
vs04050100_09rai_00,948302447.wem,370476134.wem
vs04050100_10kar_01,625658905.wem,629212088.wem
vs04050100_10kar_02,420932774.wem,510735638.wem
vs04050100_11jyu_00,774286602.wem,890571248.wem
vs04050100_12syu_00,434367146.wem,633796760.wem
vs04050100_13jyu_00,318951491.wem,1015287889.wem
vs04050100_14rai_00,724418678.wem,206220415.wem
vs04050100_15syu_00,1033795826.wem,418106626.wem
vs04050100_16jyu_00,322864549.wem,706613831.wem
vs04050100_17jyu_00,810478071.wem,247558293.wem
vs04050100_18kar_01,511483374.wem,516779562.wem
vs04050100_18kar_02,593903471.wem,137723437.wem
vs04050100_19jyu_01,453618989.wem,131539904.wem
vs04050100_19jyu_02,372289305.wem,710438900.wem
vs04050100_20kar_00,81349695.wem,571165495.wem
vs04050100_23kar_00,185651986.wem,966362797.wem
vs04050100_24jyu_01,446418135.wem,347145174.wem
vs04050100_24jyu_02,624822912.wem,913832099.wem
vs04070100_01rai_00,588775949.wem,108819681.wem
vs04070100_02jyu_01,574083922.wem,233046886.wem
vs04070100_02jyu_02,87158443.wem,930679573.wem
vs04070100_03rai_01,445997147.wem,604080054.wem
vs04070100_03rai_02,955493703.wem,198489619.wem
vs04070100_05jyu_00,365151990.wem,1010187974.wem
vs04070100_06rai_00,534109770.wem,226129685.wem
vs04070100_08rai_00,591339394.wem,592263040.wem
vs04070100_09kar_00,691431421.wem,563559915.wem
vs04070100_10rai_00,954783813.wem,785054366.wem
vs04070100_11kar_01,427318746.wem,462275530.wem
vs04070100_11kar_02,9435943.wem,917252167.wem
vs04070100_12kar_00,350808300.wem,707274561.wem
vs04070100_13rai_00,1000241319.wem,369031409.wem
vs04070100_15rai_00,669584023.wem,823937361.wem
vs04070100_16syu_00,5806214.wem,410603285.wem
vs04070100_17rai_00,811743681.wem,188254028.wem
vs04070100_18syu_00,486943212.wem,233815494.wem
vs04070100_19kar_00,96523509.wem,180666425.wem
vs04090100_01kar_00,286476164.wem,418029015.wem
vs04090100_02rai_00,642341023.wem,324473318.wem
vs04090100_03syu_00,211820682.wem,91498506.wem
vs04090100_04rai_00,378305375.wem,612438600.wem
vs04090100_05syu_01,797683667.wem,424000036.wem
vs04090100_05syu_02,688045440.wem,1016913698.wem
vs04090100_05syu_03,377384251.wem,421620535.wem
vs04090100_06rai_00,530723847.wem,699353348.wem
vs04090100_07syu_00,539580739.wem,513979444.wem
vs04090100_08rai_00,739478198.wem,837776056.wem
vs04090100_09syu_00,579862294.wem,236849888.wem
vs04090100_10rai_00,542897634.wem,731007969.wem
vs04090100_11kar_00,203505469.wem,825960835.wem
vs04090100_12rai_00,405893039.wem,28171182.wem
vs04090100_13kar_00,55565188.wem,1011087801.wem
vs04090100_14syu_01,378820778.wem,177877323.wem
vs04090100_14syu_02,513674885.wem,643656368.wem
vs04090100_15kar_00,460592088.wem,236018468.wem
vs04090100_16rai_01,309996649.wem,454731511.wem
vs04090100_16rai_02,205281088.wem,336858229.wem
vs04090100_17kar_00,383526745.wem,763052580.wem
vs04090100_18kar_01,540137283.wem,639281439.wem
vs04090100_18kar_02,373324803.wem,766218227.wem
vs04090100_19rai_00,1067200811.wem,64953337.wem
vs04090100_20syu_00,467328352.wem,1662939.wem
vs04090100_21kar_00,304807705.wem,196298182.wem
vs04090100_22syu_00,741942122.wem,138038782.wem
vs04090100_23kar_00,144675936.wem,930873542.wem
vs04090100_24rai_00,310124243.wem,339631707.wem
vs04090100_25kar_01,752393557.wem,789535622.wem
vs04090100_25kar_02,801060647.wem,931512459.wem
vs04090100_26rai_00,749868943.wem,860317783.wem
vs04090100_27syu_01,832591073.wem,764968993.wem
vs04090100_27syu_02,712838816.wem,894272805.wem
vs04090100_28syu_00,20292648.wem,932628474.wem
vs04100100_01rai_00,212569875.wem,933083522.wem
vs04100100_02kar_02,349112106.wem,67779158.wem
vs04100100_03syu_00,616588303.wem,450483539.wem
vs04100100_04kar_00,1067656245.wem,292476783.wem
vs04100100_05syu_00,279410478.wem,132036668.wem
vs04100100_06rai_01,917300599.wem,896893055.wem
vs04100100_06rai_02,954411728.wem,114727756.wem
vs04100100_07kar_01,153240405.wem,407576708.wem
vs04100100_07kar_02,762499746.wem,455085900.wem
vs04100100_08rai_00,568123711.wem,221096282.wem
vs04110100_01jyu_01,138899635.wem,536927861.wem
vs04110100_01jyu_02,733045354.wem,1029852120.wem
vs04110100_02jyu_00,551595887.wem,1014215259.wem
vs04110100_03jyu_00,999846716.wem,271347286.wem
vs04110110_01rai_00,299669479.wem,595195319.wem
vs04110110_02kar_00,785264751.wem,21833752.wem
vs04110130_01syu_00,342623472.wem,792412502.wem
vs04110130_02rai_00,385745479.wem,833138308.wem
vs04110130_03syu_00,230181602.wem,816542901.wem
vs04110130_04kar_00,93055442.wem,446885864.wem
vs04110130_05syu_00,725601784.wem,203795358.wem
vs04110130_06kar_00,350719198.wem,786247473.wem
vs04110130_07syu_00,644761143.wem,627543954.wem
vs04110130_08kar_00,888212867.wem,1065064157.wem
vs04110130_09rai_00,461078570.wem,159532128.wem
vs04110130_10syu_00,630868852.wem,251562120.wem
vs04110130_11kar_00,322973154.wem,629214615.wem
vs04110130_12syu_00,512695193.wem,454110189.wem
vs04110130_13kar_01,1040934673.wem,132394478.wem
vs04110130_13kar_02,169425863.wem,996324235.wem
vs04110130_13kar_03,387384493.wem,63899265.wem
vs04110130_14rai_00,472283705.wem,115895995.wem
vs04110130_15kar_00,3000263.wem,716398399.wem
vs04110130_16rai_00,400995318.wem,78328336.wem
vs04110130_17syu_00,480364636.wem,911414430.wem
vs04110150_01rai_00,69021406.wem,373356883.wem
vs04110150_02kar_00,63975065.wem,871573018.wem
vs04110150_03syu_00,997771064.wem,25001455.wem
vs04110150_04kar_00,412635813.wem,254795053.wem
vs04110150_05rai_00,512233095.wem,260256323.wem
vs04110150_06kar_01,215283676.wem,356482635.wem
vs04110150_06kar_02,270396930.wem,447970515.wem
vs04110150_07syu_00,572850556.wem,696636621.wem
vs04140050_01rai_00,822050933.wem,39621510.wem
vs04140050_02syu_00,86175961.wem,628527079.wem
vs04140050_03rai_00,96265474.wem,381813105.wem
vs04140050_04syu_00,786291569.wem,35567421.wem
vs04140050_05rai_00,627983543.wem,60740368.wem
vs05020100_01syu_00,147855676.wem,214487743.wem
vs05020100_02rai_00,601358176.wem,280446968.wem
vs05020100_03kar_00,484297963.wem,1064007814.wem
vs05020100_04rai_00,338240977.wem,723451749.wem
vs05020100_05kar_00,103718182.wem,174484231.wem
vs05020100_06syu_00,466044848.wem,455607213.wem
vs05020100_07kar_00,218595478.wem,244805388.wem
vs05020100_08rai_00,1034753443.wem,854864978.wem
vs05020100_09syu_00,359347671.wem,209958087.wem
vs05020100_10rai_00,63466209.wem,643319938.wem
vs05020100_11kar_00,649006021.wem,316154282.wem
vs05020100_12rai_01,78983030.wem,889089407.wem
vs05020100_12rai_02,40376794.wem,36282343.wem
vs05020100_13kar_00,531789214.wem,961825888.wem
vs05020150_01kar_01,1070016661.wem,292929814.wem
vs05020150_01kar_02,160762381.wem,901208932.wem
vs05020150_02kar_01,12860898.wem,764311663.wem
vs05020150_02kar_02,579120248.wem,277328785.wem
vs05020150_02kar_03,988344841.wem,578490786.wem
vs05030100_01syu_00,597539521.wem,790287729.wem
vs05030100_02rai_00,988239927.wem,66226299.wem
vs05030100_03kar_00,176353069.wem,125217245.wem
vs05030100_04rai_00,356876715.wem,81726390.wem
vs05030100_05syu_00,298142305.wem,580366309.wem
vs05030100_06kar_00,75315942.wem,571707806.wem
vs05030100_07syu_00,570521012.wem,1049384789.wem
vs05030100_08kar_01,130291302.wem,570667032.wem
vs05030100_08kar_02,603852905.wem,111558151.wem
vs05030100_08kar_03,371837549.wem,413811511.wem
vs05030100_08kar_04,119257033.wem,11254552.wem
vs05030100_09rai_00,484707730.wem,728771003.wem
vs05030100_10syu_00,884248617.wem,83769811.wem
vs05030100_11kar_00,740511571.wem,918530597.wem
vs05030100_12rai_01,916734881.wem,258768735.wem
vs05030100_12rai_02,327024687.wem,391221845.wem
vs05030100_13kar_00,67159417.wem,20699852.wem
vs05050100_01kar_00,431658743.wem,28512439.wem
vs05050100_02syu_00,435719978.wem,780033604.wem
vs05050100_03kar_01,289871029.wem,1037368279.wem
vs05050100_03kar_02,628045141.wem,395333631.wem
vs05050100_03kar_03,83152137.wem,60354572.wem
vs05050100_04rai_00,158901859.wem,35841618.wem
vs05050100_05kar_00,686586334.wem,631376342.wem
vs05050100_06rai_01,870044284.wem,894665265.wem
vs05050100_06rai_02,398779316.wem,29969049.wem
vs05050100_07syu_01,44965885.wem,839041726.wem
vs05050100_07syu_02,1057773168.wem,799668297.wem
vs05050100_08kar_01,131742905.wem,443718938.wem
vs05050100_08kar_02,393269718.wem,309594925.wem
vs05070100_01oda_00,377324980.wem,220871206.wem
vs05070100_02kar_00,685974021.wem,491434489.wem
vs05070100_04oda_01,140525531.wem,703012442.wem
vs05070100_04oda_02,876668290.wem,390094404.wem
vs05070100_05kar_00,431596858.wem,362220861.wem
vs05080100_01oda_00,539104616.wem,712394539.wem
vs05080100_02kar_00,214176946.wem,169458396.wem
vs05080100_03oda_00,998968683.wem,512673780.wem
vs05080100_04kar_01,1005725350.wem,205155426.wem
vs05080100_04kar_02,668774423.wem,1060091287.wem
vs05090100_01oda_01,1015339996.wem,956944038.wem
vs05090100_01oda_02,309098299.wem,954845026.wem
vs05090100_02oda_00,5160242.wem,1027608360.wem
vs05100100_01oda_01,306121084.wem,118911553.wem
vs05100100_01oda_02,210275732.wem,589512960.wem
vs05100100_01oda_03,809717881.wem,590814854.wem
vs05100100_01oda_04,804087842.wem,885956731.wem
vs05100100_02kar_00,769976683.wem,871855663.wem
vs05100100_03rai_00,969600106.wem,173163214.wem
vs05100100_04syu_00,254490478.wem,553601371.wem
vs05100100_05rai_00,716457602.wem,103486437.wem
vs05100100_09oda_01,58662662.wem,548749642.wem
vs05100100_09oda_02,961785116.wem,496435941.wem
vs05100100_10syu_00,539268841.wem,946396124.wem
vs05100100_11oda_01,981690202.wem,885291956.wem
vs05100100_11oda_02,911882136.wem,51842534.wem
vs05100100_12syu_00,537546777.wem,1043842433.wem
vs05100100_13oda_01,492978313.wem,550675531.wem
vs05100100_13oda_02,331600183.wem,777545760.wem
vs05100100_13oda_03,1027435944.wem,45951645.wem
vs05120100_01rai_00,731567851.wem,1024550072.wem
vs05120100_02kar_00,696972163.wem,334538756.wem
vs05120100_04oda_00,571870602.wem,406656844.wem
vs05120100_05syu_00,104299504.wem,689775854.wem
vs05120100_06syu_01,568781953.wem,495362694.wem
vs05120100_06syu_02,1011636610.wem,780831760.wem
vs05120100_06syu_03,885348218.wem,83358483.wem
vs05120100_07syu_01,60140886.wem,606523045.wem
vs05120100_07syu_02,276755644.wem,251257100.wem
vs05120100_08syu_00,90430958.wem,689792092.wem
vs05120100_09rai_00,393794133.wem,397486387.wem
vs05120100_11oda_00,712614855.wem,497951020.wem
vs05120100_12syu_01,195001527.wem,223819829.wem
vs05120100_12syu_02,11437104.wem,602552095.wem
vs05120100_13oda_00,784095535.wem,826648741.wem
vs05120100_14syu_01,670924499.wem,342681728.wem
vs05120100_14syu_02,208940301.wem,949819468.wem
vs05120100_15oda_00,800903293.wem,940420159.wem
vs05120100_16rai_00,991426243.wem,155144685.wem
vs05120100_17syu_00,646627505.wem,278338315.wem
vs05120100_18oda_00,975706696.wem,494358011.wem
vs05120100_19oda_01,1045417238.wem,324941594.wem
vs05120100_19oda_02,814121277.wem,821486659.wem
vs05120100_19oda_03,934226208.wem,779948750.wem
vs05120100_20syu_00,573099367.wem,857414827.wem
vs05120100_21oda_00,84340716.wem,269835397.wem
vs05120100_22kar_00,912058717.wem,1007753726.wem
vs05120100_23kar_00,773946719.wem,834462008.wem
vs05120100_24syu_00,253174471.wem,834663889.wem
vs05120100_25rai_01,913337792.wem,758466108.wem
vs05120100_25rai_02,249642253.wem,67509556.wem
vs05120100_26syu_00,542301779.wem,735106122.wem
vs05120100_27rai_00,15956391.wem,285789532.wem
vs05120100_28kar_00,714285093.wem,936780867.wem
vs05120100_29syu_01,989992116.wem,773011391.wem
vs05120100_29syu_02,943468391.wem,903841232.wem
vs05120100_30rai_00,88627486.wem,592791347.wem
vs05120100_31rai_01,657466244.wem,736081070.wem
vs05120100_31rai_02,918328897.wem,67819053.wem
vs05120100_32syu_00,981113533.wem,125273194.wem
vs05120100_33rai_00,1068363092.wem,33573877.wem
vs05120100_34syu_00,292559054.wem,834200674.wem
vs05120100_35rai_01,982858434.wem,529252983.wem
vs05120100_35rai_02,316965042.wem,682319846.wem
vs05120100_36syu_00,730168333.wem,747200580.wem
vs05120100_37rai_00,432212319.wem,767194980.wem
vs05120100_38syu_00,703457591.wem,257705932.wem
vs05120100_39rai_01,1038343874.wem,402204882.wem
vs05120100_39rai_02,22719660.wem,34085832.wem
vs05120100_40syu_00,811836185.wem,657331477.wem
vs05120100_41rai_00,414369640.wem,781944992.wem
vs05120100_42syu_00,340395491.wem,95945421.wem
vs05120100_43kar_01,219119568.wem,616179840.wem
vs05120100_43kar_02,959195688.wem,261081857.wem
vs05120100_43kar_03,41156082.wem,359374083.wem
vs05120100_44syu_00,868057494.wem,49925339.wem
vs05120100_45syu_01,418498797.wem,704616714.wem
vs05120100_45syu_02,365162769.wem,1341981.wem
vs05120100_45syu_03,584621747.wem,395554201.wem
vs05140100_01kar_00,598178124.wem,48668232.wem
vs05140100_02rai_00,579738718.wem,769768918.wem
vs05140100_03kar_00,716121836.wem,496944731.wem
vs05140100_04rai_00,152579099.wem,599088231.wem
vs05140100_05syu_00,183996189.wem,240539377.wem
vs05190100_01kar_00,387100779.wem,790630311.wem
vs05190100_02rai_00,1017343819.wem,820337396.wem
vs05190100_03syu_00,295895867.wem,125816280.wem
vs05190100_04oda_01,897682456.wem,429965745.wem
vs05190100_04oda_02,630059081.wem,933629454.wem
vs05190100_05syu_01,11777473.wem,238622669.wem
vs05190100_05syu_02,179355841.wem,686586198.wem
vs05190100_06oda_01,556656889.wem,455890066.wem
vs05190100_06oda_02,176603814.wem,143279640.wem
vs05190100_06oda_03,507730446.wem,1004891741.wem
vs05190100_07syu_00,994707094.wem,241736594.wem
vs05190100_08oda_00,398864378.wem,472647992.wem
vs05190100_09oda_00,360305931.wem,738039680.wem
vs05190150_01rai_00,298484458.wem,388631782.wem
vs05190150_02syu_00,38008596.wem,901638212.wem
vs05190150_03kar_01,900574089.wem,504491557.wem
vs05190150_03kar_02,477063422.wem,929919025.wem
vs05190150_04rai_00,68898433.wem,525894973.wem
vs05190150_05kar_00,947654191.wem,976981713.wem
vs05190150_06rai_00,728749852.wem,679427451.wem
vs05190150_07kar_01,439152632.wem,805455612.wem
vs05190150_07kar_02,507607902.wem,562195823.wem
vs05190160_01syu_00,37484241.wem,439134599.wem
vs05190160_02rai_00,951208836.wem,911240434.wem
vs05190160_03kar_00,912741474.wem,693127353.wem
vs05190160_04rai_00,407523626.wem,605403936.wem
vs05190160_05syu_01,1051288498.wem,999237394.wem
vs05190160_05syu_02,54385843.wem,254271494.wem
vs05190160_06rai_00,522798918.wem,148833489.wem
vs05190160_07kar_00,866417080.wem,923386507.wem
vs05190160_08syu_01,573725715.wem,218535023.wem
vs05190160_08syu_02,324869773.wem,484800589.wem
vs06040100_01oda_00,699613940.wem,486685314.wem
vs06040100_02dic_01,275880902.wem,866761832.wem
vs06040100_02dic_02,668985965.wem,680228031.wem
vs06040100_03oda_00,105246281.wem,978608049.wem
vs06040100_04kar_00,256353878.wem,728353809.wem
vs06040100_05dic_00,505913939.wem,379047647.wem
vs06040100_06syu_00,783083778.wem,709286560.wem
vs06040100_07dan_00,603285572.wem,1068562983.wem
vs06040100_08dic_00,405007004.wem,696248031.wem
vs06040100_09syu_00,1062126439.wem,38665120.wem
vs06040100_10dic_01,195808576.wem,324964893.wem
vs06040100_10dic_02,206526569.wem,932092856.wem
vs06040100_10dic_03,41405784.wem,400610522.wem
vs06040100_10dic_04,681665325.wem,809192438.wem
vs06040100_11dan_00,280391334.wem,171069880.wem
vs06040100_12syu_00,628726020.wem,667961310.wem
vs06040100_13dan_00,692253872.wem,985376162.wem
vs06040100_14rai_00,551087414.wem,474260096.wem
vs06040100_15dan_01,807309969.wem,925530400.wem
vs06040100_15dan_02,257648717.wem,613235572.wem
vs06040100_15dan_03,981940668.wem,474382386.wem
vs06040100_15dan_04,835538890.wem,342387061.wem
vs06040100_16oda_00,405279150.wem,524575342.wem
vs06040100_17rai_00,111842542.wem,564411928.wem
vs06040100_18syu_00,425468680.wem,834318279.wem
vs06040100_19rai_00,667180427.wem,554577177.wem
vs06040100_20syu_00,146131012.wem,385337067.wem
vs06040100_21rai_01,594495927.wem,58987212.wem
vs06040100_21rai_02,908789405.wem,962174392.wem
vs06040100_22dic_00,504042831.wem,792492765.wem
vs06040100_23dic_00,140321543.wem,837647422.wem
vs06040100_24syu_01,94014839.wem,207434350.wem
vs06040100_24syu_02,205730147.wem,774993922.wem
vs06040100_24syu_03,1003548226.wem,24373035.wem
vs06040100_24syu_04,458833807.wem,626585084.wem
vs06040100_25dic_00,939723367.wem,149500355.wem
vs06040100_26kar_00,671514512.wem,506979241.wem
vs06040100_27syu_01,930426369.wem,7878698.wem
vs06040100_27syu_02,25792101.wem,591338992.wem
vs06040100_28dic_00,297833971.wem,512342116.wem
vs06040100_29kar_00,252520916.wem,864434461.wem
vs06040100_30dic_01,54150039.wem,370408127.wem
vs06040100_30dic_02,534757907.wem,470055901.wem
vs06040100_30dic_03,361143396.wem,1043655362.wem
vs06040100_31syu_00,1018943477.wem,1010715642.wem
vs06040100_32dic_01,83928768.wem,524037422.wem
vs06040100_32dic_02,91360999.wem,298334093.wem
vs06040100_33dan_00,311657429.wem,47952341.wem
vs06040100_34dic_00,26417981.wem,123515772.wem
vs06040100_35syu_00,674865159.wem,341712160.wem
vs06040100_36dic_00,652620915.wem,945034949.wem
vs06040100_37rai_00,283973625.wem,834604226.wem
vs06040100_38dic_01,957437968.wem,753901948.wem
vs06040100_38dic_02,701784273.wem,887684373.wem
vs06040100_38dic_03,680949275.wem,417011722.wem
vs06040100_39dan_01,851363850.wem,902563708.wem
vs06040100_39dan_02,1033191929.wem,65029865.wem
vs06040100_40dic_00,706732644.wem,954139058.wem
vs06040100_41dan_00,94363001.wem,449384773.wem
vs06040100_42syu_00,201339892.wem,833733831.wem
vs06040100_43dan_00,812612062.wem,373885293.wem
vs06040100_44syu_01,649671689.wem,982133077.wem
vs06040100_44syu_02,889992527.wem,551338573.wem
vs06040100_45dan_00,881247017.wem,756047191.wem
vs06040100_46syu_00,810523289.wem,470262094.wem
vs06040100_47dan_00,74204551.wem,660922519.wem
vs06040100_48syu_01,790489387.wem,859156077.wem
vs06040100_48syu_02,921764686.wem,941699612.wem
vs06040100_49rai_00,657480453.wem,66658218.wem
vs06040100_50dan_01,736902945.wem,665379552.wem
vs06040100_50dan_02,1019404556.wem,422562256.wem
vs06040100_50dan_03,1019830725.wem,467123869.wem
vs06040100_50dan_04,946059227.wem,512323862.wem
vs06040100_51syu_00,981756525.wem,1052942804.wem
vs06040100_52dan_00,386081449.wem,204881087.wem
vs06040100_53syu_00,490284300.wem,6839882.wem
vs06040100_54dic_00,834802919.wem,670072781.wem
vs06040100_55dan_00,362991445.wem,496434169.wem
vs06040100_56dic_01,551782226.wem,956063087.wem
vs06040100_56dic_02,28377163.wem,675488310.wem
vs06050100_02dan_00,1060868086.wem,489804028.wem
vs06050100_03dic_01,441146046.wem,1025203790.wem
vs06050100_03dic_02,774839474.wem,311242249.wem
vs06050100_04syu_00,1058421803.wem,45243130.wem
vs06050100_05dic_01,69228719.wem,778479538.wem
vs06050100_05dic_02,92424721.wem,218389554.wem
vs06050100_06dic_00,153938686.wem,495876016.wem
vs06050110_01syu_00,223694326.wem,150921380.wem
vs06050110_02dic_00,461750446.wem,603108494.wem
vs06050110_03dic_00,769191887.wem,998107057.wem
vs06050110_04kar_00,663680078.wem,138993912.wem
vs06050110_05dic_01,406231984.wem,377241613.wem
vs06050110_05dic_02,755530150.wem,171371968.wem
vs06050110_06dan_00,1054451550.wem,18082726.wem
vs06050110_07dic_00,816938609.wem,582167577.wem
vs06050110_08syu_00,280762023.wem,966835240.wem
vs06050110_09dic_00,311585134.wem,832324707.wem
vs06050120_01kar_01,428670734.wem,668991143.wem
vs06050120_01kar_02,360990054.wem,540768214.wem
vs06050120_02dic_00,624252113.wem,398950340.wem
vs06050120_03rai_00,346858486.wem,645265838.wem
vs06050120_04kar_01,1004010248.wem,740711549.wem
vs06050120_04kar_02,586913282.wem,961501722.wem
vs06050120_05syu_00,13834949.wem,907186622.wem
vs06050150_01syu_00,757669928.wem,669269253.wem
vs06050150_02dic_01,688149139.wem,355749681.wem
vs06050150_02dic_02,457348499.wem,497200602.wem
vs06050150_03rai_00,620513005.wem,1015943225.wem
vs06050150_04dic_01,211690237.wem,774868338.wem
vs06050150_04dic_02,198265658.wem,673337615.wem
vs06060140_01syu_01,1031349028.wem,244693305.wem
vs06060140_01syu_02,973133448.wem,596234423.wem
vs06060140_02dic_00,942168136.wem,27497112.wem
vs06060140_03syu_00,50327297.wem,438275491.wem
vs06060140_04dic_00,595052728.wem,163882200.wem
vs06060140_05dic_00,257162245.wem,484066105.wem
vs06060140_06syu_01,253907940.wem,1024650439.wem
vs06060140_06syu_02,513223575.wem,211567591.wem
vs06060140_06syu_03,21879668.wem,363686821.wem
vs06060140_06syu_04,718415700.wem,115486715.wem
vs06060140_07dic_00,691823182.wem,559165566.wem
vs06060140_08syu_00,94234062.wem,732848211.wem
vs06060150_01dic_00,469686635.wem,9333165.wem
vs06060150_02syu_00,389510514.wem,798473201.wem
vs06060150_03dan_00,47676967.wem,513569054.wem
vs06060150_04dic_00,971771882.wem,533081721.wem
vs06070100_01dic_01,653224182.wem,336608235.wem
vs06070100_01dic_02,708562112.wem,324087785.wem
vs06070100_02oda_01,494686221.wem,841696695.wem
vs06070100_02oda_02,253226243.wem,636526735.wem
vs06070100_03syu_00,35497429.wem,852134033.wem
vs06070100_04oda_01,152063381.wem,561631522.wem
vs06070100_04oda_02,40836557.wem,286305585.wem
vs06070100_05syu_00,614798233.wem,154014186.wem
vs06070100_06oda_01,914161880.wem,415504784.wem
vs06070100_06oda_02,372187318.wem,246140206.wem
vs06070100_07oda_00,241540046.wem,578793358.wem
vs06070100_08kar_01,842363625.wem,553577008.wem
vs06070100_08kar_02,614768168.wem,402024349.wem
vs06070100_09oda_00,772750208.wem,325650049.wem
vs06070100_10jyu_00,145890731.wem,655524842.wem
vs06070100_11kar_00,696296004.wem,39622486.wem
vs06070100_12jyu_01,200116434.wem,62978083.wem
vs06070100_12jyu_02,554548695.wem,814691547.wem
vs06070100_12jyu_03,926476760.wem,844895281.wem
vs06070100_13rai_00,986757094.wem,161768367.wem
vs06070100_14jyu_01,1045188984.wem,1068828703.wem
vs06070100_14jyu_02,422837870.wem,938817912.wem
vs06070100_14jyu_03,119689891.wem,626253130.wem
vs06070100_14jyu_04,959825243.wem,720635040.wem
vs06070100_15rai_00,130432921.wem,245502256.wem
vs06070100_16syu_00,1007341032.wem,289541018.wem
vs06070100_17jyu_00,741478182.wem,1022627872.wem
vs06070100_18oda_00,561121651.wem,934780574.wem
vs06070100_19syu_00,464909469.wem,182887658.wem
vs06070100_20dic_01,319839208.wem,97548401.wem
vs06070100_20dic_02,579842848.wem,676493443.wem
vs06070100_21syu_00,402778943.wem,344726017.wem
vs06070100_22dic_01,185704100.wem,149757534.wem
