Dehashed name,WEM name (English),WEM name (日本語)
vs09250100_02zan_05,1024394078.wem,828896825.wem
vs09250100_03mer_00,870561155.wem,526869305.wem
vs09250100_04syu_00,407269313.wem,1035897549.wem
vs09250100_05mer_00,67370232.wem,637246939.wem
vs09250100_06syu_00,102330132.wem,537199790.wem
vs09250100_07mer_00,405212956.wem,397707190.wem
vs09250100_08rai_01,111376906.wem,1018324086.wem
vs09250100_08rai_02,1023809642.wem,586156077.wem
vs09250100_09mer_00,694658891.wem,495438916.wem
vs09250100_10syu_01,791289863.wem,30418296.wem
vs09250100_10syu_02,446300369.wem,960004244.wem
vs09290100_01syu_00,481550683.wem,582774625.wem
vs09290100_02kar_00,107590391.wem,1066301940.wem
vs09290100_03rai_00,982592491.wem,198139937.wem
vs09290100_04mer_00,1000704023.wem,791847143.wem
vs09290100_05sor_00,665827542.wem,588437726.wem
vs09290100_06mer_01,683564570.wem,374380764.wem
vs09290100_06mer_02,882276661.wem,736027460.wem
vs09290100_07sor_00,791421900.wem,264900497.wem
vs09290100_08mer_00,880611283.wem,495530568.wem
vs09290100_09sor_00,74313844.wem,931795519.wem
vs09290100_10mer_00,915801955.wem,852457583.wem
vs09290100_11sor_01,900021507.wem,971848992.wem
vs09290100_11sor_02,970208348.wem,736285158.wem
vs09290100_11sor_03,403267563.wem,682855245.wem
vs09290100_11sor_04,403382688.wem,536385884.wem
vs09290100_12mer_00,369006613.wem,374029259.wem
vs09290100_13sor_01,1026609002.wem,983792939.wem
vs09290100_13sor_02,53564118.wem,296523290.wem
vs09290100_14syu_00,528950646.wem,153127919.wem
vs09290100_15sor_01,987362532.wem,1036370425.wem
vs09290100_15sor_02,613883479.wem,237331695.wem
vs09290100_16mer_00,784633246.wem,760811923.wem
vs09290100_17syu_00,517838901.wem,464962853.wem
vs09290100_18mer_00,404933402.wem,448239927.wem
vs09290100_19syu_01,576786818.wem,522726241.wem
vs09290100_19syu_02,191659046.wem,842566422.wem
vs09290100_19syu_03,928473733.wem,304081524.wem
vs09290100_20mer_00,12036905.wem,990407862.wem
vs10010100_01car_01,913644182.wem,391738868.wem
vs10010100_01car_02,612461952.wem,719159510.wem
vs10010100_01car_03,736859358.wem,357085576.wem
vs10010100_02rou_00,617232573.wem,899733294.wem
vs10010100_03car_00,431385926.wem,950719843.wem
vs10010100_04rou_00,622514412.wem,367206862.wem
vs10010100_05car_00,674428897.wem,382052888.wem
vs10010100_06rou_00,276045143.wem,996041227.wem
vs10010100_07car_00,1054228442.wem,437366302.wem
vs10010100_08rou_00,438389962.wem,72056368.wem
vs10020100_01rik_01,581196438.wem,385229735.wem
vs10020100_01rik_02,187322193.wem,154729261.wem
vs10020100_02rai_01,489324222.wem,635355967.wem
vs10020100_02rai_02,496806811.wem,14936390.wem
vs10020100_03rik_01,95828690.wem,501662338.wem
vs10020100_03rik_02,491287011.wem,155399566.wem
vs10020100_04kar_01,883458416.wem,175416180.wem
vs10020100_04kar_02,212722992.wem,270065200.wem
vs10020100_05syu_00,489940708.wem,628101195.wem
vs10020100_06mer_00,921240244.wem,1036894363.wem
vs10020100_07syu_00,615717176.wem,294426093.wem
vs10020100_08mer_01,100493666.wem,917951523.wem
vs10020100_08mer_02,741087894.wem,811121818.wem
vs10020100_09syu_00,613919951.wem,178468436.wem
vs10020100_10mer_01,347199232.wem,806215093.wem
vs10020100_10mer_02,71205663.wem,893008174.wem
vs10020100_11syu_01,206042193.wem,224069324.wem
vs10020100_11syu_02,66153556.wem,341560508.wem
vs10040100_01rai_01,589388073.wem,437662376.wem
vs10040100_01rai_02,390559913.wem,429963167.wem
vs10040100_02syu_01,703503233.wem,252855148.wem
vs10040100_02syu_02,526534155.wem,866608386.wem
vs10040100_03kar_00,43297489.wem,412330423.wem
vs10040100_04rai_00,341090217.wem,562059344.wem
vs10040100_05kar_00,406284243.wem,824673786.wem
vs10040100_06mer_00,43629115.wem,405183790.wem
vs10040100_07rai_01,237576897.wem,857689856.wem
vs10040100_07rai_02,1026911807.wem,194836181.wem
vs10040150_01syu_01,199831310.wem,174000138.wem
vs10040150_01syu_02,245667113.wem,649096078.wem
vs10040150_01syu_03,439941624.wem,1069250815.wem
vs10050100_01syu_00,200952270.wem,570394672.wem
vs10050100_02dan_00,207464061.wem,399502912.wem
vs10050100_03dan_00,398661077.wem,654646240.wem
vs10050100_04syu_00,416933740.wem,792588122.wem
vs10050100_05dan_00,450214772.wem,776910397.wem
vs10050100_06syu_00,610039942.wem,206944648.wem
vs10050100_07dan_00,804122717.wem,955073269.wem
vs10050100_08syu_00,141445255.wem,544641891.wem
vs10050100_09dan_00,640412219.wem,495769459.wem
vs10050100_10dan_01,877714722.wem,326388789.wem
vs10050100_10dan_02,379712985.wem,1044451283.wem
vs10050100_11syu_00,448795473.wem,507870899.wem
vs10050100_12dan_01,305083023.wem,601006852.wem
vs10050100_12dan_02,441241804.wem,787657187.wem
vs10050100_12dan_03,488218436.wem,722196996.wem
vs10050100_13syu_00,771958872.wem,212669826.wem
vs10050100_14dan_00,1000263189.wem,156732701.wem
vs10050100_15syu_00,499174295.wem,974023720.wem
vs10050100_16dan_01,341626183.wem,51160423.wem
vs10050100_16dan_02,267347239.wem,50255896.wem
vs10050100_17syu_01,922068622.wem,724050101.wem
vs10050100_17syu_02,829732288.wem,892128153.wem
vs10050100_18dan_00,875519852.wem,860136401.wem
vs10050100_19syu_00,689097828.wem,677515760.wem
vs10050100_20dan_01,823794017.wem,449554541.wem
vs10050100_20dan_02,1072673264.wem,436787248.wem
vs10050100_20dan_03,672180775.wem,860761439.wem
vs10050100_21dan_00,1050809156.wem,566550619.wem
vs10050100_22syu_00,1038653271.wem,453039351.wem
vs10050100_23dan_01,820072127.wem,767346245.wem
vs10050100_23dan_02,868836466.wem,458157189.wem
vs10050100_24syu_00,290424143.wem,177764754.wem
vs10050100_25dan_01,821820225.wem,858246452.wem
vs10050100_25dan_02,80625299.wem,513236360.wem
vs10050100_25dan_03,490854141.wem,465237344.wem
vs10050100_26syu_00,193532268.wem,141856661.wem
vs10050100_27dan_00,112881109.wem,105980298.wem
vs10060050_01rai_00,754758340.wem,318724730.wem
vs10060050_02mer_00,418509584.wem,205600875.wem
vs10060050_03dan_00,387219594.wem,908172207.wem
vs10060050_04mer_00,392592917.wem,914869489.wem
vs10060050_05syu_00,738222482.wem,404523850.wem
vs10060050_06mer_00,59637650.wem,780157871.wem
vs10060050_07z_00,219113756.wem,991240414.wem
vs10060050_08syu_00,21666603.wem,408130041.wem
vs10060050_09dan_00,11317329.wem,635026455.wem
vs10060100_01car_00,407378384.wem,543514008.wem
vs10060100_02syu_00,444193246.wem,557931589.wem
vs10060100_03car_00,262413980.wem,425533323.wem
vs10060100_04mer_00,145088062.wem,811992845.wem
vs10060100_05car_01,438469298.wem,122579573.wem
vs10060100_05car_02,486325919.wem,1024740397.wem
vs10060100_05car_03,180824840.wem,692795855.wem
vs10060100_06syu_00,56568440.wem,448309101.wem
vs10060100_07car_00,577377268.wem,662265851.wem
vs10060100_08mer_00,686221049.wem,918760930.wem
vs10060100_09car_01,193608544.wem,116433504.wem
vs10060100_09car_02,818133899.wem,168726436.wem
vs10060100_09car_03,645417066.wem,704804446.wem
vs10060100_10syu_00,313556579.wem,241583953.wem
vs10060100_11car_00,100166813.wem,853474436.wem
vs10060100_12syu_00,1019751434.wem,891768944.wem
vs10060100_13car_00,95834797.wem,677831045.wem
vs10060100_14mer_00,149291404.wem,94943754.wem
vs10060100_15car_00,747786620.wem,126408999.wem
vs10060100_16mer_00,568091046.wem,1072408487.wem
vs10070100_01kar_00,35613444.wem,950247958.wem
vs10070100_02syu_00,62375197.wem,191076068.wem
vs10070100_03kar_00,549100495.wem,713995771.wem
vs10070100_04rai_00,118844883.wem,188610624.wem
vs10070100_05syu_00,556310286.wem,362437737.wem
vs10070100_06rai_00,304731819.wem,593986662.wem
vs10070100_07syu_00,250620242.wem,761107450.wem
vs10070100_08mer_00,90160703.wem,254804686.wem
vs10070100_09syu_00,1032086217.wem,112999249.wem
vs10070100_10mer_01,678502142.wem,362982130.wem
vs10070100_10mer_02,664882435.wem,532456067.wem
vs10070100_11syu_00,542695977.wem,55332217.wem
vs10070100_12mer_01,776604493.wem,418879692.wem
vs10070100_12mer_02,232653863.wem,917181125.wem
vs10070100_13syu_01,722334106.wem,713082828.wem
vs10070100_13syu_02,14755507.wem,686853515.wem
vs10070100_14dan_01,277813253.wem,812364776.wem
vs10070100_14dan_02,575064701.wem,815497738.wem
vs10070100_15syu_00,341976735.wem,927001466.wem
vs10070100_16rai_01,877850687.wem,224358238.wem
vs10070100_16rai_02,90127511.wem,544906430.wem
vs10070100_17mer_00,1016301355.wem,220934969.wem
vs10070100_18mer_01,126160505.wem,987967044.wem
vs10070100_18mer_02,65199723.wem,105904512.wem
vs10070100_19syu_00,482622226.wem,250968558.wem
vs10070100_20mer_01,861923085.wem,337780782.wem
vs10070100_20mer_02,888921074.wem,104558412.wem
vs10070100_21kar_00,461231455.wem,463401519.wem
vs10070100_22mer_01,243821321.wem,181163838.wem
vs10070100_22mer_02,577768612.wem,663535968.wem
vs10070100_22mer_03,797229041.wem,135086527.wem
vs10070100_23syu_00,740820850.wem,385086592.wem
vs10080100_01syu_00,5027393.wem,208416859.wem
vs10080100_02mer_01,1036197477.wem,314101881.wem
vs10080100_02mer_02,131149830.wem,313331395.wem
vs10080100_02mer_03,274214800.wem,602943518.wem
vs10080100_03syu_00,847228549.wem,87014958.wem
vs10080100_04mer_00,51733893.wem,903080121.wem
vs10080100_05syu_00,1046119856.wem,663048614.wem
vs10080100_06kar_00,538060634.wem,1000044696.wem
vs10080100_07mer_00,200351148.wem,294291136.wem
vs10080100_08kar_00,994470294.wem,640161491.wem
vs10080100_09mer_00,152823438.wem,268322067.wem
vs10080100_10kar_00,1070630835.wem,223376152.wem
vs10080100_11mer_00,693283545.wem,6015029.wem
vs10080100_12kar_00,446237253.wem,361852617.wem
vs10080100_13mer_00,320673392.wem,909885080.wem
vs10080100_14kar_01,577387130.wem,550785723.wem
vs10080100_14kar_02,744474692.wem,113355174.wem
vs10080100_15mer_00,751521686.wem,425486938.wem
vs10080100_16kar_00,240459441.wem,140664858.wem
vs10080100_17mer_00,592307808.wem,767285358.wem
vs10080100_18car_00,801752610.wem,309857034.wem
vs10080100_19mer_00,747358993.wem,921489565.wem
vs10080100_20syu_01,411863493.wem,4919075.wem
vs10080100_20syu_02,680395503.wem,314481195.wem
vs10080100_21car_00,371529249.wem,933592301.wem
vs10080100_22mer_00,608238071.wem,18833907.wem
vs10080100_23rai_00,331655693.wem,183349986.wem
vs10080100_24rik_00,178342611.wem,547944122.wem
vs10080100_26car_01,105390138.wem,921704513.wem
vs10080100_26car_02,12805339.wem,273636223.wem
vs10080100_27mer_00,618553739.wem,953205090.wem
vs10080100_28car_00,668429738.wem,1043683321.wem
vs10080100_29mer_00,862148805.wem,621625548.wem
vs10080100_30car_00,575771876.wem,228870322.wem
vs10080100_31syu_00,62934714.wem,808451942.wem
vs10080100_32car_01,954693559.wem,947205810.wem
vs10080100_32car_02,741551339.wem,971400583.wem
vs10080100_33syu_00,227234536.wem,504527686.wem
vs10080100_34rai_00,640646424.wem,92451630.wem
vs10080100_35kar_00,269679944.wem,552436748.wem
vs10080100_36rai_00,599442321.wem,349265551.wem
vs10080100_37kar_00,1044482932.wem,105765426.wem
vs10080100_38kar_00,827986043.wem,555986875.wem
vs10080100_39car_01,798534018.wem,602440369.wem
vs10080100_39car_02,738072279.wem,740259982.wem
vs10080100_40syu_00,971592300.wem,382217010.wem
vs10080100_41mer_00,465885674.wem,451752978.wem
vs10080100_42car_00,139372344.wem,658071689.wem
vs10080100_43aru_00,201418813.wem,561649982.wem
vs10080100_44syu_00,895522340.wem,2284377.wem
vs10080100_45aru_01,225765991.wem,485235470.wem
vs10080100_45aru_02,1032152032.wem,955216358.wem
vs10080100_46car_00,33062147.wem,134699245.wem
vs10080100_47dan_00,305145710.wem,339834358.wem
vs10080100_48car_01,324546114.wem,909739729.wem
vs10080100_48car_02,466464534.wem,382913896.wem
vs10080100_49syu_00,556573039.wem,180693070.wem
vs10080100_50car_01,870256293.wem,215790124.wem
vs10080100_50car_02,405771908.wem,216251719.wem
vs10080100_51rai_00,293535798.wem,370361835.wem
vs10080100_52kar_00,257109081.wem,1047632678.wem
vs10080100_53syu_00,690204097.wem,551190443.wem
vs10100050_01aru_00,528594319.wem,607791174.wem
vs10100050_02kar_01,988736140.wem,573189185.wem
vs10100050_02kar_02,534574947.wem,811400146.wem
vs10100050_03aru_01,381150226.wem,402811726.wem
vs10100050_03aru_02,135480761.wem,465478927.wem
vs10100050_04dan_00,692570.wem,1034437238.wem
vs10100050_05aru_01,330812161.wem,211982744.wem
vs10100050_05aru_02,985313662.wem,954806185.wem
vs10100050_06rai_00,118910963.wem,363665646.wem
vs10100050_07aru_01,620611212.wem,949692437.wem
vs10100050_07aru_02,670860702.wem,508817948.wem
vs10100050_07aru_03,402762596.wem,366140938.wem
vs10110100_01rai_00,318359976.wem,483310109.wem
vs10110100_02aru_00,458460455.wem,418227820.wem
vs10110100_03rik_00,735325248.wem,978453465.wem
vs10110100_04kar_00,1008512860.wem,374037055.wem
vs10110100_05syu_00,606481977.wem,288457018.wem
vs10110100_06aru_00,1005792329.wem,482954159.wem
vs10110100_07syu_00,541212522.wem,682553201.wem
vs10110100_08aru_01,789146538.wem,683657368.wem
vs10110100_08aru_02,298017113.wem,631064234.wem
vs10110100_09rik_00,789299543.wem,880492886.wem
vs10110100_10aru_00,646706602.wem,603364729.wem
vs10110150_01kar_00,360260394.wem,422623616.wem
vs10110150_02rai_00,987926447.wem,177288592.wem
vs10110150_03aru_00,455609640.wem,304498882.wem
vs10110150_04rai_00,613883456.wem,570521880.wem
vs10110150_05aru_01,662919240.wem,187409573.wem
vs10110150_05aru_02,621661388.wem,903509017.wem
vs10110150_06rik_00,936057971.wem,905730616.wem
vs10110150_07rai_00,974617409.wem,1055310858.wem
vs10110150_08aru_01,339948724.wem,497506080.wem
vs10110150_08aru_02,7741876.wem,330251749.wem
vs10110150_08aru_03,49978673.wem,544161818.wem
vs10110150_09dan_00,408208142.wem,146545161.wem
vs10110150_10aru_01,1026587893.wem,814325342.wem
vs10110150_10aru_02,825684958.wem,612472787.wem
vs10110150_11syu_00,666611048.wem,431363845.wem
vs10120100_03mer_00,980720836.wem,29452511.wem
vs10120100_04kar_00,836040947.wem,471109948.wem
vs10120100_05dan_00,272921545.wem,170696350.wem
vs10120100_06dan_00,198301132.wem,235363715.wem
vs10120100_07syu_00,151336577.wem,243560684.wem
vs10120100_08rai_00,640718121.wem,392854055.wem
vs10120100_09syu_00,333744077.wem,816265883.wem
vs10120100_10dan_00,512563542.wem,955731528.wem
vs10120100_11syu_00,849351726.wem,951993105.wem
vs10120120_01syu_00,698730571.wem,770099227.wem
vs10120120_02mer_00,1047447850.wem,543365938.wem
vs10120120_03syu_00,266308544.wem,1038119998.wem
vs10120120_04aru_01,382633242.wem,850670809.wem
vs10120120_04aru_02,830487329.wem,1053381925.wem
vs10120120_04aru_03,441524203.wem,92045480.wem
vs10120120_05syu_00,116650178.wem,811680345.wem
vs10130100_01syu_00,214176854.wem,484734227.wem
vs10130100_02syu_01,767751135.wem,918567214.wem
vs10130100_02syu_02,483130742.wem,703188858.wem
vs10130100_03aru_00,572321645.wem,1051397431.wem
vs10130100_04syu_00,331189925.wem,305859089.wem
vs10130100_05aru_01,673551625.wem,842078021.wem
vs10130100_05aru_02,767737424.wem,864432317.wem
vs10130100_05aru_03,163851747.wem,1072788513.wem
vs10130100_06syu_00,167932909.wem,12964435.wem
vs10130100_07aru_00,252899031.wem,103753579.wem
vs10130100_08syu_00,38427017.wem,556672033.wem
vs10130100_09aru_01,156044813.wem,756470136.wem
vs10130100_09aru_02,251535573.wem,39947100.wem
vs10130100_09aru_03,297780588.wem,414519050.wem
vs10130100_09aru_04,725024661.wem,409834577.wem
vs10130100_10syu_00,724513899.wem,523220176.wem
vs10130100_11aru_00,180095008.wem,776347512.wem
vs10130100_12syu_00,912274893.wem,257837228.wem
vs10130100_13aru_01,172486570.wem,81037535.wem
vs10130100_13aru_02,292890824.wem,102726777.wem
vs10130100_14syu_01,516908378.wem,909260353.wem
vs10130100_14syu_02,326225278.wem,434984879.wem
vs10130100_15aru_00,865122180.wem,1064854033.wem
vs10130100_16syu_00,1059275052.wem,556824251.wem
vs10130100_17aru_00,787859023.wem,378682658.wem
vs10130100_18syu_00,97920800.wem,866140918.wem
vs10130100_19aru_01,945853191.wem,889203511.wem
vs10130100_19aru_02,672048350.wem,964402731.wem
vs10130100_19aru_03,386594233.wem,1025331458.wem
vs10140100_01aru_00,408361879.wem,268433684.wem
vs10140100_02rai_00,355783279.wem,614463537.wem
vs10140100_03rik_00,1032581646.wem,308619155.wem
vs10140100_04rai_00,996472857.wem,198403145.wem
vs10140100_05aru_01,167613774.wem,823838029.wem
vs10140100_05aru_02,637963485.wem,346773463.wem
vs11020050_01syu_00,221527066.wem,7250260.wem
vs11020050_02mer_00,637610415.wem,277269275.wem
vs11020050_03syu_00,853375238.wem,461632928.wem
vs11020050_04rai_00,1019840204.wem,376597126.wem
vs11020050_05syu_00,85920514.wem,715891452.wem
vs11020050_06rai_01,16576251.wem,1016429744.wem
vs11020050_06rai_02,12322368.wem,736842976.wem
vs11020050_06rai_03,858403889.wem,141313675.wem
vs11020050_06rai_04,208692794.wem,983356037.wem
vs11020050_07syu_01,963652516.wem,794528963.wem
vs11020050_07syu_02,313434150.wem,172971519.wem
vs11020050_08rai_00,632127241.wem,978733431.wem
vs11020050_09aru_01,768935736.wem,180617021.wem
vs11020050_09aru_02,536911169.wem,182638659.wem
vs11020050_09aru_03,86407533.wem,997827257.wem
vs11020050_09aru_04,1022121781.wem,808639011.wem
vs11020050_10syu_01,562268913.wem,826473549.wem
vs11020050_10syu_02,211857646.wem,22562177.wem
vs11030100_01rai_00,999102641.wem,502688707.wem
vs11030100_02rik_00,569673380.wem,1002713222.wem
vs11030100_03dan_00,1030447484.wem,980253549.wem
vs11030100_04kar_00,722879649.wem,620659021.wem
vs11030100_05syu_00,667416309.wem,954347625.wem
vs11030100_06mer_00,730000170.wem,923779885.wem
vs11030100_07syu_01,929535889.wem,512718741.wem
vs11030100_07syu_02,44377346.wem,735102060.wem
vs11030100_08syu_00,1021589879.wem,847324396.wem
vs11030100_09dan_00,898176829.wem,176469976.wem
vs11030100_10mer_00,1066973.wem,147413226.wem
vs11030100_11dan_01,217335057.wem,692065740.wem
vs11030100_11dan_02,458032319.wem,175591464.wem
vs11030100_13rai_00,135920560.wem,993621203.wem
vs11030100_14aru_01,725478710.wem,303320942.wem
vs11030100_14aru_02,5321094.wem,294156908.wem
vs11030100_15syu_00,452964592.wem,456519744.wem
vs11030100_16rai_00,497261734.wem,763105723.wem
vs11030100_17syu_00,1001660612.wem,22945609.wem
vs11030100_18dic_00,677632755.wem,583560115.wem
vs11030100_19dan_00,70480089.wem,562266358.wem
vs11030100_20dic_01,443174552.wem,180841535.wem
vs11030100_20dic_02,56420251.wem,448904450.wem
vs11030100_20dic_03,1070825760.wem,301499047.wem
vs11030100_20dic_04,33595214.wem,398044120.wem
vs11030150_01dic_00,59207327.wem,700241268.wem
vs11030150_02rai_00,801083228.wem,519062422.wem
vs11030150_03dic_00,979395424.wem,145810884.wem
vs11030150_04dan_00,25369165.wem,181334942.wem
vs11040100_01dic_00,150320438.wem,152030867.wem
vs11040100_02dan_00,906274991.wem,212582514.wem
vs11040100_03dic_01,16764990.wem,574316181.wem
vs11040100_03dic_02,1005977427.wem,165759426.wem
vs11040100_04dan_00,1062867715.wem,281988245.wem
vs11040100_05dic_00,260645315.wem,127244836.wem
vs11040100_06dan_00,145216224.wem,362849136.wem
vs11040100_07dic_01,1007950397.wem,258524631.wem
vs11040100_07dic_02,896602052.wem,396395395.wem
vs11040100_07dic_03,650297089.wem,955567083.wem
vs11040100_07dic_04,577058782.wem,487364197.wem
vs11040100_08dic_00,635332176.wem,510070073.wem
vs11040100_09syu_00,102493735.wem,386316760.wem
vs11040100_10dic_00,850505367.wem,384293562.wem
vs11050100_01aru_01,919308470.wem,257166190.wem
vs11050100_01aru_02,624009200.wem,696214400.wem
vs11050100_02dic_01,722807014.wem,667642947.wem
vs11050100_02dic_02,173217335.wem,98725374.wem
vs11050100_03syu_00,804630471.wem,426775915.wem
vs11050100_04dic_00,637305978.wem,173596686.wem
vs11050100_05dan_01,751753279.wem,101186503.wem
vs11050100_05dan_02,564726924.wem,430315595.wem
vs11050100_06dic_00,843802636.wem,764878503.wem
vs11050100_07syu_00,887885197.wem,559233762.wem
vs11050100_08dic_00,475062462.wem,138638909.wem
vs11050150_01mer_00,850512919.wem,870959456.wem
vs11050150_02dan_00,488904681.wem,894295249.wem
vs11050150_03syu_00,593997446.wem,1040809334.wem
vs11050150_04dan_01,606574089.wem,553369288.wem
vs11050150_04dan_02,516631763.wem,168761129.wem
vs11060100_01mer_00,872428656.wem,1056126265.wem
vs11060100_02dan_00,559821134.wem,331019794.wem
vs11060100_03syu_01,342852921.wem,204079134.wem
vs11060100_03syu_02,138319615.wem,140739883.wem
vs11060100_04syu_01,390789141.wem,100130812.wem
vs11060100_04syu_02,531955461.wem,837224968.wem
vs11060100_05rik_01,511927093.wem,731569352.wem
vs11060100_05rik_02,621943727.wem,614105038.wem
vs11060100_06syu_00,631799599.wem,479981691.wem
vs11060100_07dan_00,71291482.wem,187604596.wem
vs11060100_08syu_00,632250189.wem,405734345.wem
vs11070150_01rai_01,739341068.wem,935836732.wem
vs11070150_01rai_02,423964316.wem,559676142.wem
vs11070150_02dan_00,1045509393.wem,537971339.wem
vs11070150_03syu_00,946068106.wem,367293877.wem
vs11070150_04dan_00,816094413.wem,887397064.wem
vs11090100_01kar_00,647825072.wem,888470974.wem
vs11090100_02syu_01,992740395.wem,793732942.wem
vs11090100_02syu_02,804453812.wem,1025719507.wem
vs11090100_03mum_01,483552938.wem,274020159.wem
vs11090100_03mum_02,602689662.wem,944206916.wem
vs11090100_04dan_00,44690536.wem,333261402.wem
vs11090100_05mum_01,698189440.wem,9040774.wem
vs11090100_05mum_02,31103895.wem,135032591.wem
vs11090100_05mum_03,1070291192.wem,7366253.wem
vs11090100_06syu_00,37073649.wem,140862416.wem
vs11090100_07mum_01,1006630798.wem,616345997.wem
vs11090100_07mum_02,506385321.wem,986618086.wem
vs11090100_08dan_00,285157464.wem,495261369.wem
vs11090100_09mum_01,21715794.wem,510172270.wem
vs11090100_09mum_02,655437204.wem,148007563.wem
vs11110100_01rou_00,1012370992.wem,398418910.wem
vs11110100_02aru_01,381165378.wem,333768129.wem
vs11110100_02aru_02,407000388.wem,238659220.wem
vs11110100_03rou_00,246690441.wem,68810159.wem
vs11110100_04aru_00,715147116.wem,525910200.wem
vs11110100_05rou_00,800561362.wem,788659689.wem
vs11110100_06rou_01,195610328.wem,194169892.wem
vs11110100_06rou_02,654128603.wem,696438521.wem
vs11110100_07aru_00,17757938.wem,1035779778.wem
vs11110100_08rou_00,29266249.wem,846472031.wem
vs11110100_09aru_00,605288727.wem,589838203.wem
vs11110100_10rou_00,354646522.wem,645659017.wem
vs11110100_11aru_00,1049378292.wem,726483564.wem
vs11110100_12rou_00,722067966.wem,810286929.wem
vs11110100_13aru_00,783713175.wem,42727279.wem
vs11120100_01rai_00,563594495.wem,614252716.wem
vs11120100_02syu_00,310375856.wem,522255901.wem
vs11120100_03syu_00,620689822.wem,1049049025.wem
vs11120160_01syu_00,707633631.wem,412014020.wem
vs11120160_02rai_00,31698345.wem,513039332.wem
vs11120160_03rai_00,742517994.wem,912333969.wem
vs11120160_04dan_00,136610859.wem,255833873.wem
vs11120160_05syu_00,570632601.wem,261140953.wem
vs11120160_06dan_00,468696818.wem,37767133.wem
vs11120160_07syu_00,610976000.wem,396682250.wem
vs11120160_08dan_00,508267830.wem,563736363.wem
vs11120160_09syu_00,710278451.wem,916909991.wem
vs11120160_10syu_00,402610703.wem,465387681.wem
vs11130050_01rai_00,138179000.wem,999367795.wem
vs11130050_02kar_00,489906049.wem,579512125.wem
vs11130050_03syu_00,120314959.wem,140693266.wem
vs11130050_04rai_00,1068305816.wem,628781439.wem
vs11130100_01syu_00,786788360.wem,453307532.wem
vs11130100_02rai_01,666465883.wem,96113384.wem
vs11130100_02rai_02,316382362.wem,847180102.wem
vs11140050_01rai_00,387806089.wem,635860271.wem
vs11140050_02kar_01,709744323.wem,395791656.wem
vs11140050_02kar_02,1047310933.wem,798867877.wem
vs11140050_03dan_00,927639163.wem,124626248.wem
vs11140050_04rik_01,507390594.wem,125751518.wem
vs11140050_04rik_02,705897169.wem,294949794.wem
vs11140050_05rai_00,112942281.wem,675878159.wem
vs11140050_06syu_01,779801101.wem,476258685.wem
vs11140050_06syu_02,730723236.wem,900688413.wem
vs11140050_07kar_01,1044071420.wem,800195926.wem
vs11140050_07kar_02,224141772.wem,395251695.wem
vs11140050_08rik_00,853687033.wem,750851207.wem
vs11140050_09rai_00,444156488.wem,952604515.wem
vs11140050_10syu_01,910420216.wem,378143637.wem
vs11140050_10syu_02,6050127.wem,126523417.wem
vs11140050_11dan_00,871943431.wem,395385640.wem
vs11140060_01rai_00,903272308.wem,473912065.wem
vs11140060_02dan_00,425464308.wem,43282462.wem
vs11140060_03mer_00,660437662.wem,221664211.wem
vs11140060_04rik_00,238224459.wem,901896915.wem
vs11140060_05syu_00,399907421.wem,305711153.wem
vs11140060_06rai_00,225763787.wem,487384168.wem
vs11140060_07syu_00,887828596.wem,416525938.wem
vs11140100_04mer_00,103276878.wem,184986926.wem
vs11140100_05rik_00,424891417.wem,244139846.wem
vs11140100_07syu_00,245857387.wem,258783253.wem
vs11150100_05dan_00,228498295.wem,731647529.wem
vs11150100_06dan_00,285254941.wem,442789604.wem
vs11150100_07syu_00,437772684.wem,253711190.wem
vs11150100_10rai_00,586394321.wem,482737847.wem
vs11150100_11kar_00,143954558.wem,771412262.wem
vs11150100_12dan_00,56668124.wem,584411841.wem
vs11150100_13dan_00,211222796.wem,267815677.wem
vs11150100_14dan_00,415059568.wem,931821567.wem
vs11180100_01car_01,109305634.wem,228422050.wem
vs11180100_01car_02,334149969.wem,153508011.wem
vs11180100_02z_00,346385208.wem,52325305.wem
vs11180100_03car_00,33013031.wem,830625216.wem
vs11180100_04dic_00,1020908837.wem,426516173.wem
vs11180100_05car_00,1064803943.wem,792776879.wem
vs11180100_06dic_01,296953332.wem,1057131347.wem
vs11180100_06dic_02,99502282.wem,16443359.wem
vs11180100_06dic_03,865865918.wem,936072857.wem
vs11180100_07aru_00,997503975.wem,625646188.wem
vs11180100_08car_01,950112241.wem,771704487.wem
vs11180100_08car_02,562065324.wem,149067768.wem
vs11180100_09dic_01,346688446.wem,141488925.wem
vs11180100_09dic_02,177469155.wem,69098343.wem
vs11180100_11dic_01,507411755.wem,561829260.wem
vs11180100_11dic_02,938793300.wem,1040894030.wem
vs12050100_01fio_01,564733923.wem,358698741.wem
vs12050100_01fio_02,590035860.wem,1013484421.wem
vs12050100_02syu_00,963488725.wem,687973808.wem
vs12050100_03fio_00,824311989.wem,726228734.wem
vs12050100_04syu_00,294896714.wem,490850183.wem
vs12050100_05fio_00,655816964.wem,264280351.wem
vs12070100_01syu_00,396603769.wem,128599866.wem
vs12070100_02fio_01,884133041.wem,575099215.wem
vs12070100_02fio_02,405291795.wem,842408106.wem
vs12070100_03fio_00,426562573.wem,457274921.wem
vs12070100_04syu_00,419256701.wem,395421226.wem
vs12070100_05fio_00,354648623.wem,295611252.wem
vs12070100_06syu_00,406459170.wem,922247667.wem
vs12070100_07fio_00,1033247016.wem,393595886.wem
