Dehashed name,WEM name (English),WEM name (日本語)
tq000800_msg0012,940650374.wem,25766013.wem
tq000800_msg0013,326818340.wem,114898372.wem
tq000800_msg0014,36610476.wem,190444282.wem
tq000800_msg0015,1040831016.wem,452082447.wem
tq000800_msg0016,50689926.wem,731851649.wem
tq000800_msg0017,829913466.wem,138695882.wem
tq000800_msg0018,811167723.wem,546652280.wem
tq000800_msg0019,779321516.wem,846668645.wem
tq000800_msg0020,806252817.wem,25147862.wem
tq000800_msg0021,998071164.wem,812974117.wem
tq000800_msg0022,689314511.wem,509038274.wem
tq000800_msg0023,175470292.wem,329563741.wem
tq000800_msg0024,520291293.wem,201140110.wem
tq000800_msg0025,1054506357.wem,522156820.wem
tq000801_msg0001,349861502.wem,912984249.wem
tq000801_msg0002,420366634.wem,308994251.wem
tq000801_msg0003,945792796.wem,712271367.wem
tq000801_msg0004,605788139.wem,276883780.wem
tq000802_msg0001,820825797.wem,70871588.wem
tq000802_msg0002,101945767.wem,798390721.wem
tq000802_msg0003,192760339.wem,879777847.wem
tq000802_msg0004,705106811.wem,965057132.wem
tq000802_msg0005,448726322.wem,399344467.wem
tq000803_msg0001,1034832829.wem,676333290.wem
tq000803_msg0002,698066613.wem,388251784.wem
tq000803_msg0003,420595404.wem,330681816.wem
tq000803_msg0004,716219692.wem,759023567.wem
tq000803_msg0005,886882291.wem,584397498.wem
tq000803_msg0006,588951074.wem,538798441.wem
tq000803_msg0007,178371097.wem,770000814.wem
tq000803_msg0008,860102884.wem,924231606.wem
tq000803_msg0009,329853627.wem,506545404.wem
tq000803_msg0010,329023854.wem,388354587.wem
tq000803_msg0011,224331425.wem,913491866.wem
tq000803_msg0012,254054466.wem,1063675470.wem
tq000803_msg0013,685429756.wem,567222228.wem
tq000804_msg0001,576902908.wem,428146886.wem
tq000804_msg0002,1058492432.wem,10479339.wem
tq000804_msg0003,399729938.wem,403157968.wem
tq000804_msg0004,387083527.wem,945354842.wem
tq000804_msg0005,86487930.wem,341720783.wem
tq000804_msg0006,51117248.wem,794899012.wem
tq000804_msg0007,249115308.wem,143824809.wem
tq000804_msg0008,553615263.wem,478383070.wem
tq000804_msg0009,787055882.wem,963208001.wem
tq000804_msg0010,632530339.wem,418592569.wem
tq000804_msg0011,1045585854.wem,1023181489.wem
tq000804_msg0012,543340021.wem,606651525.wem
tq000804_msg0013,118216942.wem,836295756.wem
tq000804_msg0014,516940985.wem,259010621.wem
tq000804_msg0015,124230567.wem,527683404.wem
tq000804_msg0016,77225045.wem,227653806.wem
tq000804_msg0017,831418487.wem,590335780.wem
tq000804_msg0018,196489300.wem,584503626.wem
tq000804_msg0019,737319950.wem,581951337.wem
tq000804_msg0020,568056057.wem,764482097.wem
tq000804_msg0021,914674743.wem,867011713.wem
tq000804_msg0022,391365163.wem,68837218.wem
tq000804_msg0023,586577123.wem,555190886.wem
tq000804_msg0024,609238960.wem,178401853.wem
tq000805_msg0001,82151366.wem,615661222.wem
tq000805_msg0002,880458163.wem,184460204.wem
tq000805_msg0003,592282683.wem,740428031.wem
tq000805_msg0004,770282544.wem,250484314.wem
tq000805_msg0005,217373247.wem,776535335.wem
tq000805_msg0006,514211780.wem,583117982.wem
tq000805_msg0007,380288061.wem,456728962.wem
tq000806_msg0001,826283605.wem,486082284.wem
tq000806_msg0002,222037648.wem,152078416.wem
tq000806_msg0003,641028629.wem,761152951.wem
tq000807_msg0001,61824226.wem,930532146.wem
tq000807_msg0002,955057142.wem,918257182.wem
tq000807_msg0003,691609121.wem,265685421.wem
tq000807_msg0004,682937251.wem,701339226.wem
tq000808_msg0001,436310261.wem,286529275.wem
tq000808_msg0002,948241461.wem,174270096.wem
tq000808_msg0003,42772260.wem,617676944.wem
tq000809_msg0001,228012339.wem,218493624.wem
tq000809_msg0002,160293089.wem,96906513.wem
tq000809_msg0003,143511087.wem,343843897.wem
tq000809_msg0004,189008709.wem,721124500.wem
tq000809_msg0005,449610498.wem,113430938.wem
tq000809_msg0006,780510887.wem,880495021.wem
tq000809_msg0007,960628529.wem,324865237.wem
tq000809_msg0008,653434844.wem,985824154.wem
tq000809_msg0009,1011639248.wem,628530590.wem
tq000809_msg0010,451794836.wem,204516788.wem
tq000809_msg0011,1059880584.wem,657669321.wem
tq000809_msg0012,619246001.wem,211153950.wem
tq000809_msg0013,446817016.wem,126785696.wem
tq000809_msg0014,842174710.wem,752385437.wem
tq000809_msg0015,448077836.wem,751714850.wem
tq000809_msg0016,526555196.wem,183609030.wem
tq000809_msg0017,950282935.wem,667032502.wem
tq000809_msg0018,525748803.wem,477779614.wem
tq000809_msg0019,250398988.wem,159821072.wem
tq000809_msg0020,331476633.wem,137602015.wem
tq000809_msg0021,282411315.wem,533548797.wem
tq000809_msg0022,146593390.wem,457291653.wem
tq000809_msg0023,1008454737.wem,336127631.wem
tq000809_msg0024,563776413.wem,798542916.wem
tq000809_msg0025,43447167.wem,308974510.wem
tq000809_msg0026,1056788935.wem,98122067.wem
tq000810_msg0001,948137016.wem,1032669549.wem
tq000810_msg0002,888601589.wem,755368566.wem
tq000810_msg0003,429732771.wem,549612409.wem
tq000810_msg0004,603710451.wem,471065843.wem
tq000810_msg0005,240166335.wem,828869227.wem
tq000810_msg0006,46921323.wem,77933246.wem
tq000810_msg0007,252984351.wem,367069865.wem
tq000810_msg0008,538440266.wem,115208865.wem
tq000810_msg0009,1003300211.wem,379246083.wem
tq000810_msg0010,152240870.wem,601439959.wem
tq000810_msg0011,524162908.wem,851234593.wem
tq000810_msg0012,608234405.wem,342708937.wem
tq000810_msg0013,828157085.wem,769277786.wem
tq000810_msg0014,685131885.wem,679460745.wem
tq000810_msg0015,364126475.wem,892034425.wem
tq000810_msg0016,511723460.wem,737900091.wem
tq000810_msg0017,351162564.wem,445211614.wem
tq000810_msg0018,133653252.wem,966596424.wem
tq000810_msg0019,919515041.wem,904958029.wem
tq000810_msg0020,919306729.wem,800564542.wem
tq000810_msg0021,801331049.wem,125242185.wem
tq000810_msg0022,485207774.wem,843835544.wem
tq000810_msg0023,812581744.wem,344028292.wem
tq000810_msg0024,298683354.wem,512262442.wem
tq000810_msg0025,410104835.wem,339659621.wem
tq000810_msg0026,183710128.wem,1038880096.wem
tq000810_msg0027,727056842.wem,45050956.wem
tq000810_msg0028,939348001.wem,248961192.wem
tq000810_msg0029,562049482.wem,439497882.wem
tq000810_msg0030,734362608.wem,847736005.wem
tq000810_msg0031,621840081.wem,428683308.wem
tq000810_msg0032,918400802.wem,262968296.wem
tq000810_msg0033,897927136.wem,741666599.wem
tq000810_msg0034,287104554.wem,1032534982.wem
tq000810_msg0035,150950087.wem,770001398.wem
tq000810_msg0036,564666635.wem,120159205.wem
tq000810_msg0037,245600376.wem,8150347.wem
tq000810_msg0038,312921582.wem,788217816.wem
tq000810_msg0039,304410668.wem,664807415.wem
tq000810_msg0040,999249675.wem,255215796.wem
tq000811_msg0001,713732841.wem,372129374.wem
tq000811_msg0002,860943191.wem,954502333.wem
tq000811_msg0003,850152488.wem,521242163.wem
tq000811_msg0004,749072630.wem,403308669.wem
tq000811_msg0005,996512621.wem,481562791.wem
tq000811_msg0006,171021391.wem,567322037.wem
tq000811_msg0007,613688865.wem,1053044125.wem
tq000811_msg0008,748650558.wem,639874583.wem
tq000811_msg0009,864381503.wem,831343986.wem
tq000811_msg0010,360893520.wem,161228121.wem
tq000811_msg0011,964913496.wem,505022571.wem
tq000811_msg0012,770579314.wem,994346849.wem
tq000811_msg0013,199043935.wem,53048499.wem
tq000811_msg0014,9314577.wem,365643230.wem
tq000811_msg0015,66755016.wem,1063032212.wem
tq000811_msg0016,605546142.wem,550298355.wem
tq000811_msg0017,176393054.wem,15217373.wem
tq000811_msg0018,505431318.wem,521423951.wem
tq000811_msg0019a,196707762.wem,1024204837.wem
tq000811_msg0019b,771013183.wem,379909444.wem
tq000811_msg0020,331443773.wem,685931068.wem
tq000811_msg0021,730457959.wem,534472573.wem
tq000811_msg0022,103478160.wem,55818628.wem
tq000811_msg0023,81355284.wem,535233922.wem
tq000811_msg0024,813365079.wem,574024841.wem
tq000811_msg0025,692227765.wem,924703162.wem
tq000811_msg0026,464420499.wem,80853081.wem
tq000811_msg0027,179508975.wem,926896681.wem
tq000811_msg0028,391717077.wem,34355758.wem
tq000811_msg0029,773916732.wem,1050782723.wem
tq000811_msg0030,320761742.wem,466636524.wem
tq000811_msg0031,682357313.wem,618491163.wem
tq000811_msg0032,273490271.wem,851006116.wem
tq000811_msg0034,833803533.wem,1041045598.wem
tq000811_msg0035,541424394.wem,652222315.wem
tq000811_msg0036,564350003.wem,183527164.wem
tq000811_msg0037,143696691.wem,1027982302.wem
tq000811_msg0038,718716519.wem,338838741.wem
tq000811_msg0039a,1016324541.wem,389800962.wem
tq000811_msg0039b,321068558.wem,492926194.wem
tq000811_msg0040,1042354080.wem,667085533.wem
tq000811_msg0041,208116628.wem,843613341.wem
tq000811_msg0042,884299732.wem,484465521.wem
tq000812_msg0001,971468799.wem,693095014.wem
tq000812_msg0002,1069600098.wem,834716092.wem
tq000812_msg0003,742747644.wem,275697100.wem
tq000812_msg0004,921158896.wem,984725185.wem
tq000812_msg0005,20017664.wem,56491259.wem
tq000812_msg0006,1000097523.wem,523218432.wem
tq000812_msg0007,770263493.wem,186180839.wem
tq000812_msg0008,165878250.wem,588514971.wem
tq000812_msg0009,685086792.wem,929132412.wem
tq000812_msg0010,311723480.wem,126244351.wem
tq000812_msg0011,886492776.wem,814030719.wem
tq000812_msg0012,463082589.wem,298749823.wem
tq000812_msg0013,823201282.wem,940187776.wem
tq000812_msg0014,181431032.wem,77152461.wem
tq000812_msg0015,733223059.wem,768362922.wem
tq000812_msg0016,714904567.wem,158962379.wem
tq000901_msg0001,955436180.wem,695870447.wem
tq000901_msg0002,742861465.wem,721067566.wem
tq000901_msg0003,400374626.wem,844465199.wem
tq000901_msg0004,36352867.wem,925359135.wem
tq000901_msg0005,220439352.wem,558959898.wem
tq000901_msg0006,633147871.wem,441175913.wem
tq000901_msg0007,647571293.wem,352488867.wem
tq000901_msg0008,436173765.wem,200235282.wem
tq000901_msg0009,872601393.wem,92972449.wem
tq000901_msg0010,36912760.wem,885632463.wem
tq000901_msg0011,564608691.wem,184772923.wem
tq000901_msg0012,943953833.wem,658953725.wem
tq000901_msg0013,1046464695.wem,728565791.wem
tq000901_msg0014,616758253.wem,187529969.wem
tq000901_msg0015,747381110.wem,647423.wem
tq000901_msg0016,482753167.wem,329799362.wem
tq000901_msg0017,397057751.wem,479289150.wem
tq000901_msg0018,9858722.wem,285396648.wem
tq000901_msg0019,471271312.wem,268993230.wem
tq000901_msg0020,2252595.wem,116359691.wem
tq000901_msg0021,706654693.wem,487503376.wem
tq000902_msg0001,767722924.wem,505764913.wem
tq000902_msg0002,429051789.wem,43045085.wem
tq000902_msg0003,872546607.wem,486444230.wem
tq000902_msg0004,135551054.wem,307303989.wem
tq000902_msg0005,72272548.wem,23325005.wem
tq000902_msg0006,1021207879.wem,1020588922.wem
tq000902_msg0007,1058959928.wem,1072251064.wem
tq000902_msg0008,422438.wem,193894200.wem
tq000902_msg0009,745872863.wem,139881887.wem
tq000902_msg0011,339124774.wem,883974267.wem
tq000902_msg0012,175275654.wem,487105183.wem
tq000902_msg0013,47426269.wem,768571186.wem
tq000902_msg0014,847652827.wem,368608610.wem
tq000902_msg0015,800044042.wem,539557249.wem
tq000902_msg0016,1044257022.wem,990990359.wem
tq000902_msg0017,1062275061.wem,153142845.wem
tq000902_msg0018,138571535.wem,30799309.wem
tq000902_msg0019,269725200.wem,411016641.wem
tq000902_msg0020,729736661.wem,804135102.wem
tq000903_msg0001,322777189.wem,1072522130.wem
tq000903_msg0002,287243489.wem,216977082.wem
tq000903_msg0003,131224992.wem,325597659.wem
tq000903_msg0004,472410447.wem,153547110.wem
tq000903_msg0005,213794484.wem,112558168.wem
tq000903_msg0006,875512998.wem,511099481.wem
tq000903_msg0007,208013263.wem,166976161.wem
tq000903_msg0008,800690291.wem,455125903.wem
tq000903_msg0009,445296962.wem,907391160.wem
tq000904_msg0000,972528055.wem,712964638.wem
tq000904_msg0001,834379319.wem,1041235907.wem
tq000904_msg0002,411994328.wem,457911909.wem
tq000904_msg0003,461395066.wem,256787524.wem
tq000904_msg0004,89439763.wem,216596794.wem
tq000904_msg0005,85409198.wem,144210497.wem
tq000904_msg0006,696287730.wem,873535404.wem
tq000904_msg0007,686504998.wem,634099533.wem
tq000904_msg0008,387656749.wem,320270444.wem
tq000904_msg0009,305447488.wem,40543807.wem
tq000904_msg0010,773226322.wem,250275296.wem
tq000904_msg0011,1046918685.wem,483493254.wem
tq000904_msg0012,857748227.wem,903840959.wem
tq000904_msg0013,788835636.wem,982546402.wem
tq000904_msg0015,395357560.wem,216231042.wem
tq000904_msg0016,125325139.wem,549351424.wem
tq000904_msg0017,482769528.wem,255712745.wem
tq000904_msg0018,128811907.wem,828692976.wem
tq000904_msg0019,743971883.wem,435092606.wem
tq000904_msg0020,943912156.wem,839016478.wem
tq000904_msg0021,506597905.wem,486525284.wem
tq000904_msg0022,924895617.wem,829692493.wem
tq000904_msg0023,899569926.wem,110822642.wem
tq000904_msg0024,161986284.wem,436675147.wem
tq000904_msg0025,677634056.wem,140478366.wem
tq000904_msg0026,345178417.wem,119935838.wem
tq000904_msg0027,969926650.wem,652302705.wem
tq000904_msg0028,962814380.wem,32509512.wem
tq000904_msg0029,50732332.wem,959318302.wem
tq000904_msg0030,488896983.wem,305861248.wem
tq000904_msg0031,792480744.wem,890929537.wem
tq000904_msg0032,197566466.wem,655727699.wem
tq000905_msg0001,1004562742.wem,651707608.wem
tq000905_msg0002,1013099968.wem,477949238.wem
tq000905_msg0003,487351726.wem,192822968.wem
tq000905_msg0004,866554963.wem,705118888.wem
tq000905_msg0005,1010234387.wem,55536196.wem
tq000905_msg0006,992240132.wem,887964049.wem
tq000905_msg0007,641208424.wem,805939220.wem
tq000905_msg0008,3297501.wem,430514031.wem
tq000905_msg0009,6837031.wem,5658549.wem
tq000905_msg0010,686066525.wem,884680453.wem
tq000905_msg0011,66207937.wem,630478400.wem
tq000905_msg0012,513532686.wem,599659666.wem
tq000905_msg0019,848281036.wem,814674133.wem
tq000905_msg0020,909903309.wem,682266034.wem
tq000905_msg0021,452160469.wem,973741199.wem
tq000905_msg0022,235644122.wem,153016887.wem
tq000905_msg0023,831119500.wem,592115508.wem
tq000905_msg0024,642836151.wem,557232066.wem
tq000905_msg0025,147881741.wem,870482939.wem
tq000905_msg0026,181533807.wem,7180351.wem
tq000905_msg0027,985502543.wem,78680249.wem
tq000905_msg0028,200595590.wem,874414228.wem
tq000905_msg0029,586415190.wem,594289182.wem
tq000905_msg0030,152184765.wem,583741372.wem
tq000906_msg0001,377771188.wem,212067424.wem
tq000906_msg0002,763313739.wem,48759844.wem
tq000906_msg0003,104692603.wem,334338286.wem
tq000906_msg0004,363180302.wem,159542354.wem
tq000906_msg0005,869432186.wem,98280115.wem
tq000906_msg0006,333320132.wem,380104061.wem
tq000906_msg0007,1059942061.wem,52155632.wem
tq000906_msg0008,982601.wem,732066916.wem
tq000906_msg0009,227936946.wem,538533696.wem
tq000906_msg0010,970980241.wem,433918954.wem
tq000906_msg0011,935172794.wem,353311125.wem
tq000906_msg0012,667680227.wem,768488489.wem
tq000906_msg0013,679033938.wem,357588734.wem
tq000906_msg0014,658972755.wem,882220018.wem
tq000906_msg0015,974343580.wem,249747320.wem
tq000906_msg0016,127900883.wem,589697497.wem
tq000906_msg0018,549337547.wem,788348774.wem
tq000906_msg0019,946059022.wem,623490645.wem
tq000906_msg0020,883782519.wem,799140209.wem
tq000906_msg0021,244123044.wem,574963978.wem
tq000906_msg0022,346425324.wem,13170139.wem
tq000906_msg0023,571695312.wem,304119315.wem
tq000906_msg0024,272993463.wem,910225082.wem
tq000907_msg0001,972315687.wem,621728709.wem
tq000907_msg0002,302525933.wem,810417096.wem
tq000907_msg0003,463347559.wem,175956454.wem
tq000907_msg0004,405448711.wem,66819774.wem
tq000907_msg0005,253807296.wem,402046710.wem
tq000907_msg0006,402501986.wem,728605199.wem
tq000907_msg0007,937448013.wem,823877916.wem
tq000907_msg0008,656650142.wem,183399052.wem
tq000907_msg0009,831951006.wem,761534187.wem
tq000907_msg0010a,643675018.wem,697106422.wem
tq000907_msg0010b,695798884.wem,970356034.wem
tq000907_msg0011,643511878.wem,23229347.wem
tq000907_msg0012,622626908.wem,947120121.wem
tq000907_msg0013,267969847.wem,588793296.wem
tq000907_msg0014,275165416.wem,1025380283.wem
tq000907_msg0015,952845296.wem,1016381499.wem
tq000907_msg0016,492619381.wem,16206732.wem
tq000908_msg0001,873648409.wem,225797722.wem
tq000908_msg0002,405269652.wem,372159342.wem
tq000908_msg0003,811971143.wem,209355586.wem
tq000908_msg0004,450867377.wem,96437527.wem
tq000908_msg0005,308801099.wem,303764871.wem
tq000908_msg0006,661598056.wem,279246263.wem
tq000908_msg0007,259789245.wem,747365188.wem
tq000908_msg0008,364367806.wem,910207430.wem
tq000908_msg0009,850510141.wem,412709086.wem
tq000908_msg0010,429994666.wem,875730437.wem
tq000908_msg0011,137705603.wem,944423933.wem
tq000908_msg0012,1015355301.wem,1030931061.wem
tq000908_msg0013,209032466.wem,65248850.wem
tq000908_msg0014,30606197.wem,39811564.wem
tq000908_msg0015,844844695.wem,74726968.wem
tq000908_msg0016,630993506.wem,1037945174.wem
tq000908_msg0017,69652075.wem,939672167.wem
tq000908_msg0018,785731540.wem,818082103.wem
tq000908_msg0019,373550082.wem,115014313.wem
tq000908_msg0020,109584890.wem,1072756937.wem
tq000908_msg0021,1019224970.wem,688230168.wem
tq000908_msg0022,1049451933.wem,787144760.wem
tq000908_msg0023,780125819.wem,574587164.wem
tq000908_msg0024,729370313.wem,425187139.wem
tq000908_msg0025,816511766.wem,632242588.wem
tq000908_msg0026,562799068.wem,363022636.wem
tq000908_msg0027,421827965.wem,709186998.wem
tq000908_msg0028,184308509.wem,714205582.wem
tq000908_msg0029,967498786.wem,56884481.wem
tq000908_msg0030,887340720.wem,887305886.wem
tq000908_msg0031,559760487.wem,1001319916.wem
tq000908_msg0032,1015893028.wem,713842585.wem
tq000908_msg0033,294627586.wem,628992684.wem
tq000908_msg0034,810112509.wem,477949485.wem
tq000908_msg0035,117163862.wem,5668215.wem
tq000908_msg0036,381684975.wem,413526341.wem
tq001100_msg0001,723177651.wem,1004171319.wem
tq001100_msg0002,714941307.wem,965739443.wem
tq001100_msg0003,361314964.wem,818710630.wem
tq001100_msg0004,1026022935.wem,550870392.wem
tq001100_msg0005,227855116.wem,467938245.wem
tq001100_msg0006,336638304.wem,203504330.wem
tq001100_msg0007,99861211.wem,445433444.wem
tq001100_msg0008,376751166.wem,748848841.wem
tq001100_msg0009,860877013.wem,731819027.wem
tq001100_msg0010,970533910.wem,105854261.wem
tq001100_msg0011,840978068.wem,622812122.wem
tq001100_msg0012,994735615.wem,162195251.wem
tq001100_msg0013,216896654.wem,424553075.wem
tq001100_msg0014,52607276.wem,527998545.wem
tq001100_msg0015,264666565.wem,857413093.wem
tq001100_msg0016,305679844.wem,515975606.wem
tq001100_msg0017,238865549.wem,180092264.wem
tq001100_msg0018,362400508.wem,790181237.wem
tq001100_msg0019,397988556.wem,671797601.wem
tq001100_msg0020,614477107.wem,946998471.wem
tq001100_msg0021,500738969.wem,857608863.wem
tq001100_msg0022,157255094.wem,325418318.wem
tq001100_msg0023,611338461.wem,223210366.wem
tq001100_msg0024,785016647.wem,160816520.wem
tq001100_msg0025,237945936.wem,425348005.wem
tq001100_msg0026,957438686.wem,584408250.wem
tq001100_msg0027,92888897.wem,603735226.wem
tq001100_msg0028,577498441.wem,709130068.wem
tq001100_msg0029,851784038.wem,465346267.wem
tq001100_msg0030,327643526.wem,543087184.wem
tq001100_msg0031,228192136.wem,558844641.wem
tq001100_msg0032,551046118.wem,393270618.wem
tq001100_msg0033,891648215.wem,540539238.wem
tq001100_msg0034,405991055.wem,837071381.wem
tq001100_msg0035,345763479.wem,297785617.wem
tq001100_msg0036a,336148039.wem,890894947.wem
tq001100_msg0036b,762198700.wem,40070273.wem
tq001100_msg0037,484692158.wem,678383937.wem
tq001100_msg0038,23854893.wem,932765357.wem
tq001100_msg0039,741305342.wem,683399327.wem
tq001100_msg0040,684372585.wem,337103346.wem
tq001100_msg0041,139781385.wem,1333727.wem
tq001100_msg0042,200029097.wem,899670170.wem
tq001100_msg0043,545708968.wem,139780324.wem
tq001100_msg0044,977275619.wem,206662886.wem
tq001100_msg0045,758188076.wem,816051122.wem
tq001100_msg0046,1042861913.wem,436504426.wem
tq001100_msg0047,369567629.wem,448320099.wem
tq001100_msg0048,567599788.wem,681712522.wem
tq001101_msg0001,496727024.wem,725851419.wem
tq001101_msg0002,655603284.wem,122886601.wem
tq001101_msg0003,1017618393.wem,239609086.wem
tq001101_msg0004,306999017.wem,804395908.wem
tq001101_msg0005,287694523.wem,1015633748.wem
tq001101_msg0006,6605331.wem,1019546219.wem
tq001101_msg0007,631168871.wem,62452657.wem
tq001101_msg0008,124052794.wem,290019407.wem
tq001101_msg0009,467338058.wem,533539062.wem
tq001101_msg0010,252166624.wem,1024860163.wem
tq001101_msg0011,775062134.wem,286837372.wem
tq001101_msg0012,50554510.wem,251833598.wem
tq001101_msg0013,618846230.wem,880921484.wem
tq001101_msg0014,67980724.wem,376367539.wem
tq001101_msg0015,171565717.wem,244968031.wem
tq001105_msg0001,878986017.wem,345608821.wem
tq001105_msg0002,214429715.wem,354446331.wem
tq001105_msg0003,642010574.wem,109922926.wem
tq001105_msg0004,867394095.wem,800593046.wem
tq001105_msg0005,341105813.wem,287350573.wem
tq001105_msg0006,256447386.wem,700305112.wem
tq001105_msg0007,341791882.wem,207367463.wem
tq001105_msg0008,123586054.wem,687864231.wem
tq001105_msg0009,798730761.wem,68599669.wem
tq001105_msg0010,371509576.wem,68571245.wem
tq001105_msg0011,213881800.wem,925209160.wem
tq001105_msg0012,119789074.wem,261517850.wem
tq001105_msg0013,694014031.wem,1044783408.wem
tq001105_msg0014,310131005.wem,643598361.wem
tq001105_msg0015,203768464.wem,146175503.wem
tq001105_msg0016,841488124.wem,146081368.wem
tq001105_msg0017,547429555.wem,520555953.wem
tq001105_msg0018,304280419.wem,1052801656.wem
tq001105_msg0019,940569537.wem,841299897.wem
tq001105_msg0020,984889873.wem,137112542.wem
tq001105_msg0021,948654104.wem,815130586.wem
tq001105_msg0022,903869987.wem,743076085.wem
tq001105_msg0023,316655009.wem,781227176.wem
tq001105_msg0024,709081485.wem,434599050.wem
tq001105_msg0025,810564593.wem,362760453.wem
tq001105_msg0026,1069417567.wem,554844117.wem
tq001105_msg0027,273158142.wem,500345749.wem
tq001105_msg0028,248868422.wem,785941787.wem
tq001105_msg0029,429402710.wem,632353558.wem
tq001105_msg0030,20274249.wem,663448273.wem
tq001105_msg0031,1058985714.wem,398536991.wem
tq001105_msg0032,856430543.wem,686248083.wem
tq001105_msg0033,756424983.wem,208656323.wem
tq001105_msg0034,770542407.wem,158554895.wem
tq001105_msg0035,198330853.wem,748698738.wem
tq001105_msg0036,572260144.wem,351687037.wem
tq001105_msg0037,777412972.wem,265680827.wem
tq001105_msg0038,2455404.wem,981276868.wem
tq001105_msg0039,169192483.wem,395307449.wem
tq001105_msg0040,992301513.wem,548596425.wem
tq001105_msg0041,201342303.wem,834370369.wem
tq001105_msg0042,593794932.wem,422029630.wem
tq001105_msg0043,1014868798.wem,393803425.wem
tq001105_msg0044,1064645912.wem,1440610.wem
tq001105_msg0045,105785326.wem,544797444.wem
tq001105_msg0046,71423965.wem,497565.wem
tq001105_msg0047,883215482.wem,667292808.wem
tq001105_msg0048,903717617.wem,589589528.wem
tq001105_msg0049,590954205.wem,1050620147.wem
tq001106_msg0001,657125329.wem,251564757.wem
tq001106_msg0002,117955711.wem,365589524.wem
tq001106_msg0003,667894684.wem,790444632.wem
tq001106_msg0004,1026700588.wem,300601110.wem
tq001106_msg0005,869076364.wem,611946675.wem
tq001106_msg0006,308320048.wem,527202551.wem
tq001106_msg0007,180268081.wem,895491622.wem
tq001106_msg0008,155040331.wem,842991243.wem
tq001107_msg0001,110585350.wem,488716807.wem
tq001107_msg0002,41741946.wem,761944769.wem
tq001107_msg0003,1050105650.wem,147414305.wem
tq001107_msg0004,1070086351.wem,21667807.wem
tq001107_msg0005,461370434.wem,28813705.wem
tq001107_msg0006,445625752.wem,825723558.wem
tq001107_msg0007,576035130.wem,562254596.wem
tq001107_msg0008,650958540.wem,300113410.wem
tq001107_msg0009,51162840.wem,201215679.wem
tq001107_msg0010,216026769.wem,132980280.wem
tq001107_msg0011,76375933.wem,129279590.wem
tq001107_msg0012,366735758.wem,927867339.wem
tq001107_msg0013,272137486.wem,536967426.wem
tq001107_msg0014,408566481.wem,285381638.wem
tq001107_msg0015,582665116.wem,441357021.wem
tq001107_msg0016,834374885.wem,278873842.wem
tq001107_msg0017,453710264.wem,637904144.wem
tq001107_msg0018,663364874.wem,394673603.wem
tq001107_msg0019,458054933.wem,738128586.wem
tq001107_msg0020,384678334.wem,180452952.wem
tq001107_msg0021,307565359.wem,692336165.wem
tq001107_msg0022,794039651.wem,765916019.wem
tq001107_msg0023,975919151.wem,478177394.wem
tq001107_msg0024,1010913801.wem,800394120.wem
tq001107_msg0025,503825718.wem,657967439.wem
tq001107_msg0026,52707042.wem,210743455.wem
tq001107_msg0027,894709489.wem,193341084.wem
tq001107_msg0028,414939390.wem,688722401.wem
tq001107_msg0029,1003236071.wem,50528262.wem
tq001107_msg0030,140476665.wem,708765307.wem
tq001107_msg0031,345171376.wem,186884469.wem
tq001108_msg0001,770016834.wem,690879111.wem
tq001108_msg0002,695686290.wem,468089086.wem
tq001108_msg0003,1024301660.wem,576669383.wem
tq001108_msg0004,377556679.wem,775765470.wem
tq001108_msg0005,560633312.wem,946328242.wem
tq001108_msg0006a,953069596.wem,120299261.wem
tq001108_msg0006b,326110990.wem,253358137.wem
tq001108_msg0007,449927148.wem,896479269.wem
tq001108_msg0008,715736477.wem,234194607.wem
tq001108_msg0009a,714546489.wem,799920390.wem
tq001108_msg0009b,718170791.wem,589229630.wem
tq001108_msg0009c,454351760.wem,864628825.wem
tq001108_msg0010,758737918.wem,597465012.wem
tq001108_msg0011a,678933882.wem,1040951905.wem
tq001108_msg0011b,667039909.wem,64528153.wem
tq001108_msg0012,700894280.wem,257105028.wem
tq001108_msg0013,129008349.wem,88465142.wem
tq001108_msg0014a,129705795.wem,713580858.wem
tq001108_msg0014b,40177772.wem,418397375.wem
tq001108_msg0015,339054465.wem,820056289.wem
tq001108_msg0016,130659131.wem,103572903.wem
tq001108_msg0017a,169124556.wem,308179681.wem
tq001108_msg0017b,237600993.wem,53940604.wem
tq001108_msg0018,46444671.wem,104406665.wem
tq001109_msg0001,668341203.wem,448925367.wem
tq001109_msg0002,861099657.wem,255018961.wem
tq001109_msg0003,768527882.wem,966181873.wem
tq001109_msg0004,975483950.wem,264960036.wem
tq001109_msg0005,62140644.wem,1062338299.wem
tq001109_msg0006,719592238.wem,890608727.wem
tq001109_msg0007,815516871.wem,74566255.wem
tq001109_msg0008,612142195.wem,499660912.wem
tq001109_msg0009,171730978.wem,1064984916.wem
tq001109_msg0010,785773672.wem,938524499.wem
tq001109_msg0011,197588563.wem,770808486.wem
tq001109_msg0012,62033543.wem,1060565001.wem
tq001109_msg0013,1049978807.wem,232324521.wem
tq001109_msg0014,58000461.wem,643796397.wem
tq001109_msg0015,229585242.wem,35366161.wem
tq001109_msg0016,761291565.wem,448692035.wem
tq001110_msg0001,115860598.wem,854213935.wem
tq001110_msg0002,997712255.wem,59740230.wem
tq001110_msg0003,242196636.wem,481145429.wem
